"web-scraper-order","web-scraper-start-url","pagination","pagination-href","productlinks","productlinks-href","bookimg-src","title","medlemspris","pris","salgstext","ISBN"
"1629472800-638","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Istiden i det danske landskab
                          Medlemspris: 320,00 kr.
                          Pris: 399,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711984796-istiden-i-det-danske-landskab/",,"Istiden i det danske landskab","Medlemspris: 320,00 kr.","Pris: 399,95 kr.","Istiden i det danske landskab er den første sammenhængende og landsdækkende redegørelse siden midten af 1900-tallet for istidslandskabet, dets opståen og dets videre skæbne. Bogen er struktureret som et atlas over Danmark inddelt i 11 regioner, hvor det gennemgående tema er terrænformernes opståen og deres indre opbygning som landskaber, der ligger i lag oven på hinanden og er brudt i stykker nedisning efter nedisning. Derudover sættes der fokus på særlige emner fra de enkelte regioner, og bogen afsluttes med et nytegnet landskabskort over hele landet.",
"1629472504-543","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical","When Arctic Adventures Meet,...
                          Medlemspris: 72,50 kr.
                          Pris: 80,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799676576-when-arctic-adventures-meet/",,"When Arctic Adventures Meet,...","Medlemspris: 72,50 kr.","Pris: 80,00 kr.",,
"1629472802-661","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788792625939.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473267-830","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788779343221.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471834-246","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical","Tenno: Japans kejserdømme i nutiden
                          Medlemspris: 160,00 kr.
                          Pris: 199,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740654769-tenno-japans-kejserdoemme-i-nutiden/",,"Tenno: Japans kejserdømme i nutiden","Medlemspris: 160,00 kr.","Pris: 199,95 kr.",,
"1629471632-173","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Aggersborg i vikingetiden
                                      Pris: 405,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788788415865-aggersborg-i-vikingetiden/",,"Aggersborg i vikingetiden","null","null","Aggersborg er den største af de monumentale ringborge, som kong Harald Blåtand lod opføre i anden halvdel af 900-årene. Borgen lå med vid udsigt over Limfjorden, på et strategisk vigtigt sted. Sammen med andre danske ringborge som Trelleborg og Fyrkat spillede Aggersborg en central rolle i vikingetiden.",
"1629472728-614","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Karen Blixens kogebog
                          Medlemspris: 200,00 kr.
                          Pris: 249,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788750057680-karen-blixens-kogebog/",,"Karen Blixens kogebog","Medlemspris: 200,00 kr.","Pris: 249,95 kr.",,
"1629472423-499","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Landsmænd
                          Medlemspris: 170,00 kr.
                          Pris: 200,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740062465-landsmaend/",,"Landsmænd","Medlemspris: 170,00 kr.","Pris: 200,00 kr.","Siden besættelsen har myterne floreret om de dramatiske begivenheder, damere end syv tusinde mennesker desperat flygtede fra nazisternes forfølgelse. Nu er det muligt at fortælle historien med afsæt i samtidige kilder, dagbøger og dokumenter, skrevet af de flygtende, deres forfølgere og af hjælpere samtidig med, at begivenhederne fandt sted.
Gennem fjorten kapitler, der hver dækker en dag, følges udviklingen gennem de afgørende uger, hvor der trækkes tråde direkte fra beslutningerne i Berlin over de tyske og danske embedsmænd til de flygtende og deres landsmænd. Fortællingen viser, hvor nært redningen af de danske jøder hang sammen med den danske regerings stilling over for de totalitære trusler. Den afdækker hvordan det lykkedes det lille og udsatte Danmark at sætte sig op mod Det tredje Rige ved at fornægte selve grundlaget for den nazistiske ideologi. 
Historien er medrivende og bevægende. Samtidig viser den hvor afgørende fællesskabet mellem forskellige befolkningsgrupper er i et demokratisk samfund.",
"1629472080-358","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","Rejsen til Amerika
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711983492-rejsen-til-amerika/",,"Rejsen til Amerika","Medlemspris: 240,00 kr.","Pris: 299,95 kr.","REJSEN TIL AMERIKA udkom første gang som et tobindsværk i 2013 og 2015. Denne version er en sammeskrevet version af de to bind. Dengang skrev anmelderne bl.a:",
"1629472484-535","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788799933631.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471841-247","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical","Sønderjysk kaffebord
                          Medlemspris: 127,50 kr.
                          Pris: 149,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793951341-soenderjysk-kaffebord/",,"Sønderjysk kaffebord","Medlemspris: 127,50 kr.","Pris: 149,95 kr.",,
"1629472009-327","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788712060642.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472957-719","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788702161991.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472818-670","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Inddæmningen ved Odense Fjord
                          Medlemspris: 180,00 kr.
                          Pris: 200,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788792625939-inddaemningen-ved-odense-fjord/",,"Inddæmningen ved Odense Fjord","Medlemspris: 180,00 kr.","Pris: 200,00 kr.","Jeg har med nænsom hånd moderniseret sproget, så det bliver mere læsevenligt for nutidige læsere.  Som en ekstrahistorier har jeg også været rundt om koldfeber eller malaria, som hærgede de sumpede kystområde, det var mange registrerede dødsfald i kirkebøgerne, der var de første brikker til bogen.",
"1629472326-465","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788793755123.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473116-778","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740665789.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472889-693","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Historie
                          Medlemspris: 178,88 kr.
                          Pris: 198,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788772893815-historie/",,"Historie","Medlemspris: 178,88 kr.","Pris: 198,00 kr.",,
"1629473055-748","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","Fredy
                          Medlemspris: 297,50 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702257274-fredy/",,"Fredy","Medlemspris: 297,50 kr.","Pris: 349,95 kr.",,
"1629472484-524","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740653588.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472326-454","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788799837144.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472957-727","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788702159578.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472087-363","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical","PÅ GRØNLANDS ØSTKYST
                          Medlemspris: 175,50 kr.
                          Pris: 195,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793142572-p%C3%A5-gr%C3%B8nlands-%C3%B8stkyst/",,"PÅ GRØNLANDS ØSTKYST","Medlemspris: 175,50 kr.","Pris: 195,00 kr.","Bogen omhandler samfundsstyring, politik, militær, historie,myter. Nogle grønlænderes tanker om, at danskeresidst i 1800-tallet dræbte mange af de oprindelige østgrønlandskeeskimoer. Andre specielle hændelser, jagt, hunde,slædekørsel, is og sne, natur, sæler, vind og vejr, mennesker,isbjørne, moskusokser, og desuden en hel del mere afbetydning i de arktiske egne og andre steder.Flemming Sølberg boede i perioden 1962-75 sammenlagtotte år i Grønland. I omkring et år havde han fast arbejde,og i de øvrige syv år levede han af jagt, fangst, hundeslædekørselog forfattervirksomhed. I 1976-79 studerede haneskimologi og antropologi på Københavns Universitet. Ogi 1980 udkom hans bog Jagten i Scoresbysund, der omtalessom noget af det fineste om Grønland.",
"1629472009-334","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",10,"https://www.skalk.dk/webshoppen/?page=10&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788779342958.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629473431-925","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Dansk Editionshistorie, bd. 1-4
                          Medlemspris: 1.500,00 kr.
                          Pris: 1.875,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/",,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr.","Dansk Editionshistorie er en kortlægning af, hvilke videnskabelige udgaver der er blevet foranstaltet i Danmark eller af danske forskere fra renæssancen til i dag.",
"1629471566-158","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Bedraget - Sagen om Nordisk Fjer
                          Medlemspris: 212,50 kr.
                          Pris: 249,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711481196-bedraget-sagen-om-nordisk-fjer/",,"Bedraget - Sagen om Nordisk Fjer","Medlemspris: 212,50 kr.","Pris: 249,95 kr.","""Denne fantastiske bog på 750 sider er et lærestykke i, hvad der sker, når mennesker er medløbere."" Ulla Bechsgaard, Jyllands-Posten",
"1629472663-602","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Kongen i Danmark
                          Medlemspris: 239,96 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740661392-kongen-i-danmark/",,"Kongen i Danmark","Medlemspris: 239,96 kr.","Pris: 299,95 kr.","Kongen i Danmark omhandler alle de danske konger – fra Gorm den Gamle og en række sagnkonger før ham til Dronning Margrethe II – og deres forvaltning af det embede, de enten tilkæmpede sig eller fik givet i dåbsgave. Skildringen er skrevet af en af landets kyndigste historieformidlere, og derfor er Kongen i Danmark ikke en slavisk beskrivelse af den danske kongerække, men en beskrivelse af kongedømmet og dets udvikling – og sidenhen delvise afvikling som institution. Og regenternes betydning for udviklingen af dette embede.",
"1629473431-927","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Dansk Editionshistorie, bd. 1-4
                          Medlemspris: 1.500,00 kr.
                          Pris: 1.875,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/",,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr.","Danmark har en århundredlang tradition på alle tre felter, men her kortlægges den for første gang.",
"1629473267-843","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical",,,"/media/1508/bog_den-danske-vinhistorie.png?width=280&heightratio=1&mode=boxpad",,,,,
"1629472484-538","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical","<","https://www.skalk.dk/webshoppen/?page=13&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788799676576.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472957-718","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788799774456.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629472232-431","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",9,"https://www.skalk.dk/webshoppen/?page=9&categories=18858&sort=alphabetical","Northbound
                          Medlemspris: 358,13 kr.
                          Pris: 398,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788779342644-northbound/",,"Northbound","Medlemspris: 358,13 kr.","Pris: 398,00 kr.",,
"1629473101-763","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical","For Danmarks frihed
                          Medlemspris: 240,00 kr.
                          Pris: 299,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740652581-for-danmarks-frihed/",,"For Danmarks frihed","Medlemspris: 240,00 kr.","Pris: 299,95 kr.",,
"1629471927-299","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","St. Thomas-mysteriet
                          Medlemspris: 127,50 kr.
                          Pris: 149,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799730025-st-thomas-mysteriet/",,"St. Thomas-mysteriet","Medlemspris: 127,50 kr.","Pris: 149,00 kr.","Vi følger familien fra rejseeventyrets begyndelse til børnene er blevet unge voksne i København. Livet under palmerne i det varme Vestindien står i voldsom kontrast til resten af børnenes opvækst i det kolde og nok så uvenlige Danmark, hvor de bliver splittet op mellem flere plejefamilier. Hverken deres fars forsvinden eller deres mors indlæggelse på Sankt Hans Hospital er passende samtaleemner nogen steder. Hverken hos malermesteren, der tager det ene barn til sig, hos den kvindelige lærer, der tager sig af tre af de andre, eller hos den kendte teaterdirektør, hvor den yngste datter vokser op og her møder nogle af datidens største kulturpersonligheder som Edvard Brandes, Herman Bang og Holger Drachmann.",
"1629473431-929","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",2,"https://www.skalk.dk/webshoppen/?page=2&categories=18858&sort=alphabetical","Dansk Editionshistorie, bd. 1-4
                          Medlemspris: 1.500,00 kr.
                          Pris: 1.875,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763546843-dansk-editionshistorie-bd-1-4/",,"Dansk Editionshistorie, bd. 1-4","Medlemspris: 1.500,00 kr.","Pris: 1.875,00 kr.","Videnskabelige udgaver transmitterer ikke blot historien, men er selv indfældet i den. Udgivernes praksis og deres bagvedliggende teorier er lige så historiske fænomener som teksterne, de udgiver. Denne erkendelse ligger til grund for editionshistorien.",
"1629473249-822","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Det kreative samfund
                          Medlemspris: 338,75 kr.
                          Pris: 399,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702140675-det-kreative-samfund/",,"Det kreative samfund","Medlemspris: 338,75 kr.","Pris: 399,00 kr.",,
"1629472715-611","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Kildekritisk tekstsamling
                          Medlemspris: 450,00 kr.
                          Pris: 499,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788779343306-kildekritisk-tekstsamling/",,"Kildekritisk tekstsamling","Medlemspris: 450,00 kr.","Pris: 499,95 kr.","Var Danmarks besættelse i 1940 aftalt spil? Var en dansk konge offer for et uopklaret giftmord? Hvem kom på den tanke at lade den svenske hær gå over Storebælts is, og blev Als udråbt til republik i 1918?
Kildekritisk Tekstsamling, 3. udgave, er en praktisk øvebog for den vordende historiker. Den rummer tolv opgaver, der alle tager udgangspunkt i vanskelige eller omstridte spørgsmål i Danmarks historie. Bogen kan hjælpe den studerende til en omhyggelig læsning og en kritisk behandling af de historiske kilder. Den skal ikke give færdige svar på komplekse historiske spørgsmål, men sigter på at udvikle historikerens evne til at kunne argumentere for og begrunde sine svar.
Kildekritisk Tekstsamling er en klassiker i historieundervisningen på universiteterne. Den spænder i tid og emne så vidt som fra Saxos fremstilling af mordet på Knud den Hellige i 1086 til danske regeringers holdning til amerikanske atomvåben i Thule i 1950´erne og 60´erne. Bogen er desuden forsynet med en nyskrevet indledning, der introducerer og forklarer kildekritikkens begreber.",
"1629473181-800","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",4,"https://www.skalk.dk/webshoppen/?page=4&categories=18858&sort=alphabetical","Dødens store billedbog
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740666175-doedens-store-billedbog/",,"Dødens store billedbog","Medlemspris: 279,96 kr.","Pris: 349,95 kr.","Historikerne Stefan Pajung og Søren Hein Rasmussen vil på den måde vise noget af den rige billedverden, Døden er del af. Gennem en række kronologisk fremadskridende kapitler ser vi kunstens store mestre som van Eyck, Bruegel, Dürer, Rembrandt, van Gogh, Hokusai, Posada og Dalí behandle temaer som fx ’Dødens Triumf’, ’Dødedansen’ og ’Døden og Jomfruen’.",
"1629471586-163","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",,,"Arbejderkvinder og kvindearbejde i København ca. 1870-1906
                          Medlemspris: 116,25 kr.
                          Pris: 129,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788711946404-arbejderkvinder-og-kvindearbejde-i-koebenhavn-ca-1870-1906/",,"Arbejderkvinder og kvindearbejde i København ca. 1870-1906","Medlemspris: 116,25 kr.","Pris: 129,95 kr.",,
"1629473331-862","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","Demokratiets historie fra oldtid til nutid
                          Medlemspris: 220,00 kr.
                          Pris: 275,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788763538954-demokratiets-historie-fra-oldtid-til-nutid/",,"Demokratiets historie fra oldtid til nutid","Medlemspris: 220,00 kr.","Pris: 275,00 kr.",,
"1629472831-675","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Hærvejen
                          Medlemspris: 200,00 kr.
                          Pris: 249,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740652376-haervejen/",,"Hærvejen","Medlemspris: 200,00 kr.","Pris: 249,95 kr.","Langs ruten venter mængder af små og store interessepunkter. Mange vigtige og afgørende begivenheder står afmærket med skiltning, monumenter og mindesmærker, men også de små historier kan findes på vejen – skæve, finurlige, sørgelige og muntre hændelser har udspillet sig langs den ældgamle vej. Ofte er der ingen særlige spor at se, men med en kyndig og vidende vejleder i hånden er det alligevel muligt at se alle historierne. Og netop en sådan kyndig vejleder er denne bog om Hærvejen.",
"1629472650-599","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",7,"https://www.skalk.dk/webshoppen/?page=7&categories=18858&sort=alphabetical","Kongens klæder
                          Medlemspris: 424,96 kr.
                          Pris: 499,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793229006-kongens-klaeder/",,"Kongens klæder","Medlemspris: 424,96 kr.","Pris: 499,95 kr.","Med KONGENS KLÆDER gives for første gang i bogform en fuldstændig og rigt illustreret oversigt over uniformer og udrustning ved alle den dansk-norske hærs afdelinger indtil adskillelsen efter Napoleonskrigene. For hver våbenart og afdeling gennemgår værket den organisatoriske udvikling og giver en grundig beskrivelse af uniformerne for alle personelgrupper: Officerer, underofficerer, menige, musikere og spillemænd. Det omfattende værk er udgivet i stort format og illustreret med næsten tusind samtidige tegninger, stik, malerier samt fotografier af bevarede våben og uniformer. Værket er desuden udstyret med en række oversigter over bl.a. uniformsterminologi på hovedsprogene, kendingsfarver og uniformsdele.",
"1629472811-664","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",6,"https://www.skalk.dk/webshoppen/?page=6&categories=18858&sort=alphabetical","Industri på udstilling
                          Medlemspris: 85,00 kr.
                          Pris: 100,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788771843804-industri-paa-udstilling/",,"Industri på udstilling","Medlemspris: 85,00 kr.","Pris: 100,00 kr.","Fremtiden bragede ind over Danmark. I 1888 kunne besøgende på Den nordiske Industri-, Landbrugs- og Kunstudstilling opleve det bedste og nyeste, det unge industrisamfund kunne præstere. Utrættelige dampmaskiner, dynamoer og gasmotorer fik hjulene til at snurre, og cykler, koldt smør og konservesdåser imponerede. De fleste var begejstrede, mens andre så det nye som vejen til moralsk forfald. For hvad skulle unge mænd bruge de lange vinteraftener på, når de kunne købe en stol i stedet for selv at lave den? Ny teknologi deler vandene og forandrer samfundet. I dag gennemsyrer industrisamfundet dagligdagen på en måde, som udstillingsgæsterne i 1888 ikke kunne forestille sig.",
"1629473344-864","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical","De stjal Hitlers hemmelighed
                          Medlemspris: 118,75 kr.
                          Pris: 149,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788799675494-de-stjal-hitlers-hemmelighed/",,"De stjal Hitlers hemmelighed","Medlemspris: 118,75 kr.","Pris: 149,00 kr.","Den elektroniske krig mellem Storbritannien og Nazityskland under 2. verdenskrig blev mere og mere intens. Højdepunktet indtraf en måneskinsnat i februar 1942, da en lille flok britiske faldskærmssoldater landede oven på Hitlers Atlanterhavsvold for at gennemføre en af de mest spektakulære operationer under hele 2. verdenskrig: at stjæle Hitlers hemmelige radar. I den hemmelige elektroniske krig mellem Storbritannien og Tyskland, var de var sendt ud på en særdeles farlige opgave, der kunne gå helt galt.",
"1629473267-842","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",3,"https://www.skalk.dk/webshoppen/?page=3&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788789531472.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471702-217","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",12,"https://www.skalk.dk/webshoppen/?page=12&categories=18858&sort=alphabetical","Uden mandat
                          Medlemspris: 340,00 kr.
                          Pris: 399,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788702288506-uden-mandat/",,"Uden mandat","Medlemspris: 340,00 kr.","Pris: 399,95 kr.","Henrik Kauffmann (1888-1963) er en af de mest betydningsfulde og eventyrlige skikkelser i dansk diplomati – og en af de mest mystiske. Fra han i 1920’erne huserede i Kina og Fjernøsten som Danmarks udsending, til han i afgørende situationer under Anden Verdenskrig og i begyndelsen af Den kolde Krig tog dansk udenrigspolitik i egen hånd, kom han til at præge Danmarks og Grønlands skæbne – lige som mødet i Peking med søstrene MacDougall kom til at præge hans. Bogen er et politisk og personligt portræt af en mand, der lagde sit lod i historiens store vægtskål, og som endte sit liv lige så dramatisk, som han havde levet det. Kauffmann handlede bag om sin regering, og han er selv svær at komme bag om, både politisk og privat. En virkelig historie, der læses som en politisk roman med Henrik Kauffmann som hovedperson og USA’s interesser i Grønland som ledetråd.",
"1629471856-268","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788740673494.jpg?width=280&heightratio=1&mode=boxpad",,,,,
"1629471942-303","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",11,"https://www.skalk.dk/webshoppen/?page=11&categories=18858&sort=alphabetical","Smedens rum 2 og 3, Materialet og smeden.
                          Medlemspris: 133,20 kr.
                          Pris: 148,00 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788793423602-smedens-rum-2-og-3-materialet-og-smeden/",,"Smedens rum 2 og 3, Materialet og smeden.","Medlemspris: 133,20 kr.","Pris: 148,00 kr.","I 10 artikler præsenteres en række undersøgelser af jernalderen og middelalderens smedehåndværk og de mange forskellige spørgsmål, som nutidens forskning søger at besvare. Bogen er en rapport fra to seminarer i det tværfaglige netværk Smedens rum, hvor skandinaviske arkæologer, historikere, smede og andre fagfolk udveksler erfaringer om fortidens håndværk. Publikationen rummer både forskerens teorier, resultater af aktuelle udgravninger og eksperimentalarkæologiske forsøg.",
"1629472352-482","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",8,"https://www.skalk.dk/webshoppen/?page=8&categories=18858&sort=alphabetical","Med fornøden dristighed
                          Medlemspris: 279,96 kr.
                          Pris: 349,95 kr.
            
              
                Info","https://www.skalk.dk/webshoppen/produkter/imports/9788740669763-med-fornoeden-dristighed/",,"Med fornøden dristighed","Medlemspris: 279,96 kr.","Pris: 349,95 kr.","Flådens historie har dog også eksempler på det modsatte, og Med fornøden dristighed samler 12 af disse dramatiske beretninger. Fra linjeskibet Dannebroges eksplosion i Køge Bugt i 1710 over krigen 1864 til 1. og 2. Verdenskrig og vor tids indsatser for at redde søfolk i nød. Hermed føjes flere spændende historier til beretningerne om flådens virke i Søren Nørbys tidligere bog Hverken ubesindig eller frygtsom.",
"1629472957-715","https://www.skalk.dk/webshoppen/?categories=18858&sort=alphabetical",5,"https://www.skalk.dk/webshoppen/?page=5&categories=18858&sort=alphabetical",,,"/Media/DownloadetImages/9788772189000.jpg?width=280&heightratio=1&mode=boxpad",,,,,
